JD NO3 PO4 chla P ice PAR SST PUR
360 14.5 1.282226548 2.822249563 254.0024607 0 696.8 -0.15 278.72
361 13.33333333 1.264272003 2.822249563 254.0024607 0 865.9 -0.15 346.36
362 13 1.245484124 2.954706323 265.9235691 0 806.2 -0.15 322.48
363 12.63445 1.204502111 2.954706323 265.9235691 0 610.6 -0.15 244.24
364 12.36204167 1.172759687 2.954706323 265.9235691 0 711.7 -0.15 284.68
365 11.52870833 1.188309138 2.954706323 265.9235691 0 717.7 -0.15 287.08
366 11.52870833 1.187594852 2.954706323 265.9235691 0 779 -0.15 311.6
367 11.52870833 1.187354337 2.954706323 265.9235691 0 764 -0.15 305.6
368 11.23445 1.185459068 2.954706323 265.9235691 0 753 -0.15 301.2
369 11.23445 1.153998594 2.954706323 265.9235691 0 992 -0.225 396.8
370 11.23445 1.121980536 3.089673692 278.0706323 0 1067 -0.3 426.8
371 11.23445 1.109347662 3.118840359 280.6956323 0 989 -0.3 395.6
372 11.53445 1.093717195 3.114945404 280.3450864 0 887 -0.3 354.8
373 11.4180625 1.05506316 3.386366176 304.7729558 0 720 -0.3 288
374 11.5 1.05292735 3.386366176 304.7729558 0 737 -0.3 294.8
375 11.75 1.052307692 3.386366176 304.7729558 0 690 -0.3 276
376 12.5 1.053 3.485671939 313.7104745 0 840 -0.3 336
377 12.75 1.090222222 3.555595397 320.0035858 0 896 -0.3 358.4
378 12.75 1.086814815 3.650328024 328.5295222 0 933 -0.3 373.2
379 12.75 1.086814815 3.184892132 286.6402919 0 917 -0.3 366.8
380 12.75 1.086814815 3.184892132 286.6402919 0 1000 -0.3 400
381 12.75 1.086814815 3.073408583 276.6067725 0 886 -0.3 354.4
382 13 1.088861111 3.073408583 276.6067725 0 863 -0.3 345.2
383 13.25 1.088861111 2 180 0 909 -0.3 363.6
384 13.25 1.088861111 2 180 0 851 -0.3 340.4
385 13.25 1.088861111 2 180 0 803 -0.3 321.2
386 13.25 1.088861111 1.968533333 177.168 0 767 -0.3 306.8
387 13.25 1.083148148 1.968533333 177.168 0 833 -0.3 333.2
388 13.5 1.0875 1.968533333 177.168 0 853 -0.3 341.2
389 13.5 1.095 1.968533333 177.168 0 795 -0.3 318
390 13.75 1.126617647 1.8514 166.626 0 882 -0.45 352.8
391 13.75 1.120337691 1.8514 166.626 0 734 -0.45 293.6
392 13.75 1.120337691 1.801866667 162.168 0 839 -0.45 335.6
393 14 1.133006536 1.801866667 162.168 0 706 -0.45 282.4
394 14 1.133006536 1.801866667 162.168 0 691 -0.45 276.4
395 14.25 1.184504357 1.6264 146.376 0 710 -0.45 284
396 14.25 1.158544935 1.6264 146.376 0 737 -0.45 294.8
397 14.25 1.158544935 1.6264 146.376 0 727 -0.45 290.8
398 14.25 1.158544935 1.6264 146.376 0 655 -0.45 262
399 14.25 1.158544935 1.6264 146.376 0 718 -0.45 287.2
400 15.16666667 1.176835948 1.48112 133.3008 0 598 -0.45 239.2
401 15.75 1.181486111 1.48112 133.3008 0 471 -0.45 188.4
402 15.75 1.206055556 1.48112 133.3008 0 501 -0.45 200.4
403 15.75 1.206055556 1.48112 133.3008 0 506 -0.45 202.4
404 15.75 1.206055556 1.48112 133.3008 0 486 -0.45 194.4
405 16.16666667 1.254541667 1.3676 123.084 0 482 -0.45 192.8
406 17 1.243555556 1.24112 111.7008 0 532 -0.45 212.8
407 17 1.325 1.075 96.75 0 548 -0.45 219.2
408 17 1.325 1.075 96.75 0 512 -0.45 204.8
409 17 1.325 1.075 96.75 0 582 -0.45 232.8
410 17.33333333 1.383333333 1 90 0.17 442 -0.45 176.8
411 17.5 1.45 0.875 78.75 0 455 -0.675 182
412 17.5 1.45 0.875 78.75 0 532 -0.675 212.8
413 17.5 1.45 0.875 78.75 0 546 -0.675 218.4
414 17.5 1.45 0.875 78.75 0.14 473 -0.675 189.2
415 18.66666667 1.5 0.82 73.8 0.2 496 -0.675 198.4
416 19.5 1.55 0.75 67.5 0.28 598 -0.675 239.2
417 19.5 1.55 0.75 67.5 0.26 547 -0.675 218.8
418 19.5 1.55 0.75 67.5 0.27 442 -0.9 176.8
419 19.5 1.55 0.75 67.5 0.31 460 -0.9 184
420 19.66666667 1.6 0.7 63 0.46 503 -0.9 201.2
421 20.5 1.65 0.65 58.5 0.48 404 -0.9 161.6
422 20.5 1.65 0.65 58.5 0.53 387 -0.9 154.8
423 20.5 1.65 0.65 58.5 0.58 357 -0.9 142.8
424 20.5 1.65 0.65 58.5 0.63 315 -0.9 126
425 21 1.7 0.6 54 0.66 309 -1.2 123.6
426 21 1.75 0.55 49.5 0.66 384 -1.2 153.6
427 21 1.75 0.55 49.5 0.73 374 -1.2 149.6
428 21 1.75 0.55 49.5 0.77 450 -1.2 180
429 21 1.75 0.55 49.5 0.8 458 -1.2 183.2
430 21.83333333 1.783333333 0.5 45 0.83 439 -1.2 175.6
431 22.75 1.825 0.45 40.5 0.8 406 -1.2 162.4
432 22.75 1.825 0.45 40.5 0.73 336 -1.5 134.4
433 22.75 1.825 0.45 40.5 0.77 347 -1.5 138.8
434 22.75 1.825 0.45 40.5 0.765 349 -1.5 139.6
435 23.5 1.85 0.41 36.9 0.76 239 -1.5 95.6
436 24.25 1.875 0.3625 32.625 0.7 297 -1.5 118.8
437 24.25 1.875 0.3625 32.625 0.67 313 -1.5 125.2
438 24.25 1.875 0.3625 32.625 0.62 309 -1.5 123.6
439 24.25 1.875 0.3625 32.625 0.56 266 -1.5 106.4
440 24.66666667 1.9 0.33 29.7 0.55 240 -1.5 96
441 25.25 1.925 0.2875 25.875 0.58 237 -1.5 94.8
442 25.25 1.925 0.2875 25.875 0.62 189 -1.5 75.6
443 25.25 1.925 0.2875 25.875 0.58 206 -1.5 82.4
444 25.25 1.925 0.2875 25.875 0.63 181 -1.5 72.4
445 25.5 1.95 0.26 23.4 0.65 171 -1.5 68.4
446 25.75 1.975 0.225 20.25 0.66 169 -1.65 67.6
447 25.75 1.975 0.225 20.25 0.73 183 -1.65 73.2
448 25.75 1.975 0.225 20.25 0.77 188 -1.65 75.2
449 25.75 1.975 0.225 20.25 0.74 191 -1.65 76.4
450 26 1.991666667 0.2 18 0.76 147 -1.65 58.8
451 26.25 2.0125 0.175 15.75 0.79 149 -1.65 59.6
452 26.25 2.0125 0.175 15.75 0.8 127 -1.65 50.8
453 26.25 2.0125 0.175 15.75 0.8 125 -1.65 50
454 26.25 2.0125 0.175 15.75 0.81 109 -1.65 43.6
455 26.5 2.025 0.155 13.95 0.88 90 -1.65 36
456 26.75 2.0375 0.13125 11.8125 0.83 93 -1.65 37.2
457 26.75 2.0375 0.13125 11.8125 0.68 85 -1.65 34
458 26.75 2.0375 0.13125 11.8125 0.7 106 -1.65 42.4
459 26.75 2.0375 0.13125 11.8125 0.86 98 -1.65 39.2
460 26.83333333 2.041666667 0.115 10.35 0.85 85 -1.8 34
461 27 2.05 0.09375 8.4375 0.85 87 -1.8 34.8
462 27 2.05 0.09375 8.4375 0.87 91 -1.8 36.4
463 27 2.05 0.09375 8.4375 0.85 83 -1.8 33.2
464 27 2.05 0.082 7.38 0.87 62 -1.8 24.8
465 27 2.05 0.082 7.38 0.89 69 -1.8 27.6
466 27 2.05 0.065 5.85 0.89 74 -1.8 29.6
467 27 2.05 0.065 5.85 0.87 41 -1.8 16.4
468 27 2.05 0.05686 5.1174 0.9 45 -1.8 18
469 27.03333333 2.05 0.053133333 4.782 0.91 35 -1.8 14
470 27.03333333 2.05 0.053133333 4.782 0.89 44 -1.8 17.6
471 27.05 2.05 0.04376 3.9384 0.9 37 -1.8 14.8
472 27.05 2.05 0.04376 3.9384 0.9 29 -1.8 11.6
473 27.11541667 2.052916667 0.04376 3.9384 0.9 22 -1.8 8.8
474 27.13989583 2.053576389 0.04376 3.9384 0.92 17 -1.65 6.8
475 27.13989583 2.053576389 0.04376 3.9384 0.92 21 -1.65 8.4
476 27.18652778 2.054768519 0.03595 3.2355 0.92 14 -1.65 5.6
477 27.18652778 2.054768519 0.03595 3.2355 0.95 8 -1.65 3.2
478 27.18652778 2.054768519 0.03595 3.2355 0.87 3 -1.65 1.2
479 27.18652778 2.054768519 0.03595 3.2355 0.71 0 -1.65 0
